"","subject","item","Rating","Anim","Trans"
"7685",161,"5",4,"inverse",9
"7686",161,"6",4,"inverse",9
"7687",161,"7",3,"basic",8
"7688",161,"8",7,"basic",8
"7689",161,"9",6,"basic",8
"7690",161,"10",6,"inverse",8
"7691",161,"11",3,"inverse",8
"7692",161,"12",7,"inverse",8
"7693",161,"13",7,"basic",7
"7694",161,"14",6,"basic",7
"7695",161,"15",5,"basic",7
"7696",161,"16",5,"inverse",7
"7697",161,"17",6,"inverse",7
"7698",161,"18",7,"inverse",7
"7699",161,"19",5,"basic",6
"7700",161,"20",7,"basic",6
"7701",161,"21",5,"basic",6
"7702",161,"22",3,"inverse",6
"7703",161,"23",4,"inverse",6
"7704",161,"24",7,"inverse",6
"7705",161,"25",4,"basic",5
"7706",161,"26",7,"basic",5
"7707",161,"27",7,"basic",5
"7708",161,"28",4,"inverse",5
"7709",161,"29",4,"inverse",5
"7710",161,"30",7,"inverse",5
"7711",161,"31",7,"basic",4
"7712",161,"32",7,"basic",4
"7713",161,"33",7,"basic",4
"7714",161,"34",7,"inverse",4
"7715",161,"35",7,"inverse",4
"7716",161,"36",7,"inverse",4
"7717",161,"37",7,"basic",3
"7718",161,"38",7,"basic",3
"7719",161,"39",7,"basic",3
"7720",161,"40",5,"inverse",3
"7721",161,"41",7,"inverse",3
"7722",161,"42",7,"inverse",3
"7723",161,"43",4,"basic",2
"7724",161,"44",7,"basic",2
"7725",161,"45",6,"basic",2
"7726",161,"46",5,"inverse",2
"7727",161,"47",6,"inverse",2
"7728",161,"48",2,"inverse",2
"7729",162,"1",7,"basic",9
"7730",162,"2",3,"basic",9
"7731",162,"3",1,"basic",9
"7732",162,"4",7,"inverse",9
"7733",162,"5",7,"inverse",9
"7734",162,"6",2,"inverse",9
"7735",162,"7",7,"basic",8
"7736",162,"8",7,"basic",8
"7737",162,"9",5,"basic",8
"7738",162,"10",7,"inverse",8
"7739",162,"11",7,"inverse",8
"7740",162,"12",6,"inverse",8
"7741",162,"13",7,"basic",7
"7742",162,"14",5,"basic",7
"7743",162,"15",7,"basic",7
"7744",162,"16",1,"inverse",7
"7745",162,"17",2,"inverse",7
"7746",162,"18",1,"inverse",7
"7747",162,"19",7,"basic",6
"7748",162,"20",7,"basic",6
"7749",162,"21",3,"basic",6
"7750",162,"22",5,"inverse",6
"7751",162,"23",1,"inverse",6
"7752",162,"24",7,"inverse",6
"7753",162,"25",5,"basic",5
"7754",162,"26",7,"basic",5
"7755",162,"27",7,"basic",5
"7756",162,"28",7,"inverse",5
"7757",162,"29",7,"inverse",5
"7758",162,"30",7,"inverse",5
"7759",162,"31",2,"basic",4
"7760",162,"32",3,"basic",4
"7761",162,"33",2,"basic",4
"7762",162,"34",7,"inverse",4
"7763",162,"35",6,"inverse",4
"7764",162,"36",7,"inverse",4
"7765",162,"37",6,"basic",3
"7766",162,"38",1,"basic",3
"7767",162,"39",7,"basic",3
"7768",162,"40",7,"inverse",3
"7769",162,"41",7,"inverse",3
"7770",162,"42",7,"inverse",3
"7771",162,"43",1,"basic",2
"7772",162,"44",7,"basic",2
"7773",162,"45",7,"basic",2
"7774",162,"46",7,"inverse",2
"7775",162,"47",7,"inverse",2
"7776",162,"48",7,"inverse",2
"7777",163,"1",7,"basic",9
"7778",163,"2",4,"basic",9
"7779",163,"3",6,"basic",9
"7780",163,"4",4,"inverse",9
"7781",163,"5",7,"inverse",9
"7782",163,"6",6,"inverse",9
"7783",163,"7",5,"basic",8
"7784",163,"8",4,"basic",8
"7785",163,"9",4,"basic",8
"7786",163,"10",5,"inverse",8
"7787",163,"11",6,"inverse",8
"7788",163,"12",6,"inverse",8
"7789",163,"13",6,"basic",7
"7790",163,"14",5,"basic",7
"7791",163,"15",3,"basic",7
"7792",163,"16",5,"inverse",7
"7793",163,"17",7,"inverse",7
"7794",163,"18",4,"inverse",7
"7795",163,"19",6,"basic",6
"7796",163,"20",6,"basic",6
"7797",163,"21",4,"basic",6
"7798",163,"22",5,"inverse",6
"7799",163,"23",4,"inverse",6
"7800",163,"24",7,"inverse",6
"7801",163,"25",3,"basic",5
"7802",163,"26",6,"basic",5
"7803",163,"27",4,"basic",5
"7804",163,"28",5,"inverse",5
"7805",163,"29",6,"inverse",5
"7806",163,"30",6,"inverse",5
"7807",163,"31",4,"basic",4
"7808",163,"32",6,"basic",4
"7809",163,"33",6,"basic",4
"7810",163,"34",5,"inverse",4
"7811",163,"35",7,"inverse",4
"7812",163,"36",5,"inverse",4
"7813",163,"37",6,"basic",3
"7814",163,"38",5,"basic",3
"7815",163,"39",4,"basic",3
"7816",163,"40",6,"inverse",3
"7817",163,"41",7,"inverse",3
"7818",163,"42",7,"inverse",3
"7819",163,"43",5,"basic",2
"7820",163,"44",6,"basic",2
"7821",163,"45",6,"basic",2
"7822",163,"46",4,"inverse",2
"7823",163,"47",6,"inverse",2
"7824",163,"48",5,"inverse",2
"7825",164,"1",6,"basic",9
"7826",164,"2",7,"basic",9
"7827",164,"3",7,"basic",9
"7828",164,"4",6,"inverse",9
"7829",164,"5",7,"inverse",9
"7830",164,"6",7,"inverse",9
"7831",164,"7",5,"basic",8
"7832",164,"8",5,"basic",8
"7833",164,"9",4,"basic",8
"7834",164,"10",7,"inverse",8
"7835",164,"11",7,"inverse",8
"7836",164,"12",6,"inverse",8
"7837",164,"13",7,"basic",7
"7838",164,"14",7,"basic",7
"7839",164,"15",7,"basic",7
"7840",164,"16",7,"inverse",7
"7841",164,"17",7,"inverse",7
"7842",164,"18",7,"inverse",7
"7843",164,"19",7,"basic",6
"7844",164,"20",7,"basic",6
"7845",164,"21",4,"basic",6
"7846",164,"22",7,"inverse",6
"7847",164,"23",3,"inverse",6
"7848",164,"24",7,"inverse",6
"7849",164,"25",7,"basic",5
"7850",164,"26",7,"basic",5
"7851",164,"27",7,"basic",5
"7852",164,"28",7,"inverse",5
"7853",164,"29",7,"inverse",5
"7854",164,"30",7,"inverse",5
"7855",164,"31",7,"basic",4
"7856",164,"32",6,"basic",4
"7857",164,"33",7,"basic",4
"7858",164,"34",7,"inverse",4
"7859",164,"35",7,"inverse",4
"7860",164,"36",7,"inverse",4
"7861",164,"37",5,"basic",3
"7862",164,"38",6,"basic",3
"7863",164,"39",6,"basic",3
"7864",164,"40",7,"inverse",3
"7865",164,"41",7,"inverse",3
"7866",164,"42",7,"inverse",3
"7867",164,"43",5,"basic",2
"7868",164,"44",6,"basic",2
"7869",164,"45",7,"basic",2
"7870",164,"46",7,"inverse",2
"7871",164,"47",7,"inverse",2
"7872",164,"48",7,"inverse",2
"7873",165,"1",7,"basic",9
"7874",165,"2",7,"basic",9
"7875",165,"3",7,"basic",9
"7876",165,"4",7,"inverse",9
"7877",165,"5",7,"inverse",9
"7878",165,"6",7,"inverse",9
"7879",165,"7",7,"basic",8
"7880",165,"8",7,"basic",8
"7881",165,"9",7,"basic",8
"7882",165,"10",7,"inverse",8
"7883",165,"11",7,"inverse",8
"7884",165,"12",7,"inverse",8
"7885",165,"13",7,"basic",7
"7886",165,"14",7,"basic",7
"7887",165,"15",2,"basic",7
"7888",165,"16",7,"inverse",7
"7889",165,"17",7,"inverse",7
"7890",165,"18",7,"inverse",7
"7891",165,"19",7,"basic",6
"7892",165,"20",7,"basic",6
"7893",165,"21",7,"basic",6
"7894",165,"22",5,"inverse",6
"7895",165,"23",7,"inverse",6
"7896",165,"24",7,"inverse",6
"7897",165,"25",7,"basic",5
"7898",165,"26",7,"basic",5
"7899",165,"27",7,"basic",5
"7900",165,"28",7,"inverse",5
"7901",165,"29",7,"inverse",5
"7902",165,"30",7,"inverse",5
"7903",165,"31",7,"basic",4
"7904",165,"32",7,"basic",4
"7905",165,"33",7,"basic",4
"7906",165,"34",7,"inverse",4
"7907",165,"35",7,"inverse",4
"7908",165,"36",7,"inverse",4
"7909",165,"37",5,"basic",3
"7910",165,"38",7,"basic",3
"7911",165,"39",7,"basic",3
"7912",165,"40",6,"inverse",3
"7913",165,"41",7,"inverse",3
"7914",165,"42",7,"inverse",3
"7915",165,"43",4,"basic",2
"7916",165,"44",7,"basic",2
"7917",165,"45",7,"basic",2
"7918",165,"46",7,"inverse",2
"7919",165,"47",7,"inverse",2
"7920",165,"48",5,"inverse",2
"7921",166,"1",7,"basic",9
"7922",166,"2",5,"basic",9
"7923",166,"3",7,"basic",9
"7924",166,"4",6,"inverse",9
"7925",166,"5",6,"inverse",9
"7926",166,"6",5,"inverse",9
"7927",166,"7",7,"basic",8
"7928",166,"8",6,"basic",8
"7929",166,"9",6,"basic",8
"7930",166,"10",7,"inverse",8
"7931",166,"11",6,"inverse",8
"7932",166,"12",4,"inverse",8
"7933",166,"13",7,"basic",7
"7934",166,"14",6,"basic",7
"7935",166,"15",3,"basic",7
"7936",166,"16",3,"inverse",7
"7937",166,"17",4,"inverse",7
"7938",166,"18",3,"inverse",7
"7939",166,"19",7,"basic",6
"7940",166,"20",6,"basic",6
"7941",166,"21",6,"basic",6
"7942",166,"22",6,"inverse",6
"7943",166,"23",4,"inverse",6
"7944",166,"24",7,"inverse",6
"7945",166,"25",7,"basic",5
"7946",166,"26",7,"basic",5
"7947",166,"27",5,"basic",5
"7948",166,"28",6,"inverse",5
"7949",166,"29",6,"inverse",5
"7950",166,"30",7,"inverse",5
"7951",166,"31",7,"basic",4
"7952",166,"32",5,"basic",4
"7953",166,"33",4,"basic",4
"7954",166,"34",5,"inverse",4
"7955",166,"35",7,"inverse",4
"7956",166,"36",7,"inverse",4
"7957",166,"37",7,"basic",3
"7958",166,"38",6,"basic",3
"7959",166,"39",7,"basic",3
"7960",166,"40",7,"inverse",3
"7961",166,"41",6,"inverse",3
"7962",166,"42",7,"inverse",3
"7963",166,"43",4,"basic",2
"7964",166,"44",7,"basic",2
"7965",166,"45",6,"basic",2
"7966",166,"46",6,"inverse",2
"7967",166,"47",5,"inverse",2
"7968",166,"48",7,"inverse",2
"7969",167,"1",7,"basic",9
"7970",167,"2",7,"basic",9
"7971",167,"3",7,"basic",9
"7972",167,"4",5,"inverse",9
"7973",167,"5",7,"inverse",9
"7974",167,"6",7,"inverse",9
"7975",167,"7",7,"basic",8
"7976",167,"8",5,"basic",8
"7977",167,"9",7,"basic",8
"7978",167,"10",7,"inverse",8
"7979",167,"11",4,"inverse",8
"7980",167,"12",7,"inverse",8
"7981",167,"13",7,"basic",7
"7982",167,"14",7,"basic",7
"7983",167,"15",3,"basic",7
"7984",167,"16",3,"inverse",7
"7985",167,"17",7,"inverse",7
"7986",167,"18",5,"inverse",7
"7987",167,"19",7,"basic",6
"7988",167,"20",7,"basic",6
"7989",167,"21",6,"basic",6
"7990",167,"22",7,"inverse",6
"7991",167,"23",5,"inverse",6
"7992",167,"24",7,"inverse",6
"7993",167,"25",5,"basic",5
"7994",167,"26",7,"basic",5
"7995",167,"27",7,"basic",5
"7996",167,"28",7,"inverse",5
"7997",167,"29",7,"inverse",5
"7998",167,"30",7,"inverse",5
"7999",167,"31",7,"basic",4
"8000",167,"32",5,"basic",4
"8001",167,"33",6,"basic",4
"8002",167,"34",4,"inverse",4
"8003",167,"35",7,"inverse",4
"8004",167,"36",7,"inverse",4
"8005",167,"37",4,"basic",3
"8006",167,"38",7,"basic",3
"8007",167,"39",7,"basic",3
"8008",167,"40",6,"inverse",3
"8009",167,"41",7,"inverse",3
"8010",167,"42",7,"inverse",3
"8011",167,"43",7,"basic",2
"8012",167,"44",7,"basic",2
"8013",167,"45",7,"basic",2
"8014",167,"46",7,"inverse",2
"8015",167,"47",7,"inverse",2
"8016",167,"48",7,"inverse",2
"8017",168,"1",7,"basic",9
"8018",168,"2",7,"basic",9
"8019",168,"3",7,"basic",9
"8020",168,"4",6,"inverse",9
"8021",168,"5",3,"inverse",9
"8022",168,"6",3,"inverse",9
"8023",168,"7",7,"basic",8
"8024",168,"8",7,"basic",8
"8025",168,"9",6,"basic",8
"8026",168,"10",7,"inverse",8
"8027",168,"11",6,"inverse",8
"8028",168,"12",2,"inverse",8
"8029",168,"13",7,"basic",7
"8030",168,"14",3,"basic",7
"8031",168,"15",6,"basic",7
"8032",168,"16",3,"inverse",7
"8033",168,"17",5,"inverse",7
"8034",168,"18",7,"inverse",7
"8035",168,"19",7,"basic",6
"8036",168,"20",7,"basic",6
"8037",168,"21",7,"basic",6
"8038",168,"22",7,"inverse",6
"8039",168,"23",6,"inverse",6
"8040",168,"24",7,"inverse",6
"8041",168,"25",7,"basic",5
"8042",168,"26",6,"basic",5
"8043",168,"27",6,"basic",5
"8044",168,"28",3,"inverse",5
"8045",168,"29",7,"inverse",5
"8046",168,"30",7,"inverse",5
"8047",168,"31",5,"basic",4
"8048",168,"32",7,"basic",4
"8049",168,"33",6,"basic",4
"8050",168,"34",7,"inverse",4
"8051",168,"35",7,"inverse",4
"8052",168,"36",7,"inverse",4
"8053",168,"37",7,"basic",3
"8054",168,"38",7,"basic",3
"8055",168,"39",7,"basic",3
"8056",168,"40",2,"inverse",3
"8057",168,"41",7,"inverse",3
"8058",168,"42",7,"inverse",3
"8059",168,"43",7,"basic",2
"8060",168,"44",7,"basic",2
"8061",168,"45",7,"basic",2
"8062",168,"46",7,"inverse",2
"8063",168,"47",6,"inverse",2
"8064",168,"48",6,"inverse",2
"8065",169,"1",3,"basic",9
"8066",169,"2",5,"basic",9
"8067",169,"3",6,"basic",9
"8068",169,"4",3,"inverse",9
"8069",169,"5",2,"inverse",9
"8070",169,"6",3,"inverse",9
"8071",169,"7",4,"basic",8
"8072",169,"8",2,"basic",8
"8073",169,"9",1,"basic",8
"8074",169,"10",7,"inverse",8
"8075",169,"11",2,"inverse",8
"8076",169,"12",2,"inverse",8
"8077",169,"13",7,"basic",7
"8078",169,"14",2,"basic",7
"8079",169,"15",2,"basic",7
"8080",169,"16",1,"inverse",7
"8081",169,"17",3,"inverse",7
"8082",169,"18",1,"inverse",7
"8083",169,"19",1,"basic",6
"8084",169,"20",5,"basic",6
"8085",169,"21",1,"basic",6
"8086",169,"22",1,"inverse",6
"8087",169,"23",2,"inverse",6
"8088",169,"24",7,"inverse",6
"8089",169,"25",1,"basic",5
"8090",169,"26",5,"basic",5
"8091",169,"27",5,"basic",5
"8092",169,"28",7,"inverse",5
"8093",169,"29",3,"inverse",5
"8094",169,"30",5,"inverse",5
"8095",169,"31",2,"basic",4
"8096",169,"32",2,"basic",4
"8097",169,"33",1,"basic",4
"8098",169,"34",7,"inverse",4
"8099",169,"35",7,"inverse",4
"8100",169,"36",6,"inverse",4
"8101",169,"37",5,"basic",3
"8102",169,"38",5,"basic",3
"8103",169,"39",7,"basic",3
"8104",169,"40",1,"inverse",3
"8105",169,"41",7,"inverse",3
"8106",169,"42",7,"inverse",3
"8107",169,"43",2,"basic",2
"8108",169,"44",7,"basic",2
"8109",169,"45",7,"basic",2
"8110",169,"46",5,"inverse",2
"8111",169,"47",2,"inverse",2
"8112",169,"48",4,"inverse",2
"8113",170,"1",6,"basic",9
"8114",170,"2",6,"basic",9
"8115",170,"3",6,"basic",9
"8116",170,"4",5,"inverse",9
"8117",170,"5",6,"inverse",9
"8118",170,"6",4,"inverse",9
"8119",170,"7",5,"basic",8
"8120",170,"8",3,"basic",8
"8121",170,"9",5,"basic",8
"8122",170,"10",6,"inverse",8
"8123",170,"11",4,"inverse",8
"8124",170,"12",5,"inverse",8
"8125",170,"13",6,"basic",7
"8126",170,"14",5,"basic",7
"8127",170,"15",6,"basic",7
"8128",170,"16",4,"inverse",7
"8129",170,"17",5,"inverse",7
"8130",170,"18",5,"inverse",7
"8131",170,"19",6,"basic",6
"8132",170,"20",5,"basic",6
"8133",170,"21",4,"basic",6
"8134",170,"22",5,"inverse",6
"8135",170,"23",3,"inverse",6
"8136",170,"24",6,"inverse",6
"8137",170,"25",5,"basic",5
"8138",170,"26",4,"basic",5
"8139",170,"27",5,"basic",5
"8140",170,"28",6,"inverse",5
"8141",170,"29",6,"inverse",5
"8142",170,"30",6,"inverse",5
"8143",170,"31",6,"basic",4
"8144",170,"32",6,"basic",4
"8145",170,"33",6,"basic",4
"8146",170,"34",6,"inverse",4
"8147",170,"35",6,"inverse",4
"8148",170,"36",6,"inverse",4
"8149",170,"37",5,"basic",3
"8150",170,"38",4,"basic",3
"8151",170,"39",5,"basic",3
"8152",170,"40",4,"inverse",3
"8153",170,"41",6,"inverse",3
"8154",170,"42",6,"inverse",3
"8155",170,"43",3,"basic",2
"8156",170,"44",6,"basic",2
"8157",170,"45",5,"basic",2
"8158",170,"46",6,"inverse",2
"8159",170,"47",4,"inverse",2
"8160",170,"48",5,"inverse",2
"8161",171,"1",6,"basic",9
"8162",171,"2",6,"basic",9
"8163",171,"3",6,"basic",9
"8164",171,"4",5,"inverse",9
"8165",171,"5",6,"inverse",9
"8166",171,"6",6,"inverse",9
"8167",171,"7",6,"basic",8
"8168",171,"8",6,"basic",8
"8169",171,"9",4,"basic",8
"8170",171,"10",4,"inverse",8
"8171",171,"11",4,"inverse",8
"8172",171,"12",3,"inverse",8
"8173",171,"13",6,"basic",7
"8174",171,"14",6,"basic",7
"8175",171,"15",6,"basic",7
"8176",171,"16",5,"inverse",7
"8177",171,"17",5,"inverse",7
"8178",171,"18",6,"inverse",7
"8179",171,"19",6,"basic",6
"8180",171,"20",6,"basic",6
"8181",171,"21",6,"basic",6
"8182",171,"22",5,"inverse",6
"8183",171,"23",4,"inverse",6
"8184",171,"24",6,"inverse",6
"8185",171,"25",6,"basic",5
"8186",171,"26",6,"basic",5
"8187",171,"27",6,"basic",5
"8188",171,"28",6,"inverse",5
"8189",171,"29",5,"inverse",5
"8190",171,"30",7,"inverse",5
"8191",171,"31",5,"basic",4
"8192",171,"32",3,"basic",4
"8193",171,"33",2,"basic",4
"8194",171,"34",6,"inverse",4
"8195",171,"35",6,"inverse",4
"8196",171,"36",5,"inverse",4
"8197",171,"37",6,"basic",3
"8198",171,"38",6,"basic",3
"8199",171,"39",6,"basic",3
"8200",171,"40",2,"inverse",3
"8201",171,"41",7,"inverse",3
"8202",171,"42",6,"inverse",3
"8203",171,"43",6,"basic",2
"8204",171,"44",6,"basic",2
"8205",171,"45",6,"basic",2
"8206",171,"46",5,"inverse",2
"8207",171,"47",6,"inverse",2
"8208",171,"48",6,"inverse",2
"8209",172,"1",7,"basic",9
"8210",172,"2",4,"basic",9
"8211",172,"3",7,"basic",9
"8212",172,"4",7,"inverse",9
"8213",172,"5",7,"inverse",9
"8214",172,"6",7,"inverse",9
"8215",172,"7",7,"basic",8
"8216",172,"8",7,"basic",8
"8217",172,"9",4,"basic",8
"8218",172,"10",1,"inverse",8
"8219",172,"11",7,"inverse",8
"8220",172,"12",7,"inverse",8
"8221",172,"13",7,"basic",7
"8222",172,"14",7,"basic",7
"8223",172,"15",1,"basic",7
"8224",172,"16",4,"inverse",7
"8225",172,"17",4,"inverse",7
"8226",172,"18",7,"inverse",7
"8227",172,"19",7,"basic",6
"8228",172,"20",7,"basic",6
"8229",172,"21",7,"basic",6
"8230",172,"22",7,"inverse",6
"8231",172,"23",7,"inverse",6
"8232",172,"24",7,"inverse",6
"8233",172,"25",7,"basic",5
"8234",172,"26",7,"basic",5
"8235",172,"27",7,"basic",5
"8236",172,"28",7,"inverse",5
"8237",172,"29",4,"inverse",5
"8238",172,"30",7,"inverse",5
"8239",172,"31",7,"basic",4
"8240",172,"32",7,"basic",4
"8241",172,"33",4,"basic",4
"8242",172,"34",7,"inverse",4
"8243",172,"35",7,"inverse",4
"8244",172,"36",1,"inverse",4
"8245",172,"37",7,"basic",3
"8246",172,"38",7,"basic",3
"8247",172,"39",4,"basic",3
"8248",172,"40",7,"inverse",3
"8249",172,"41",7,"inverse",3
"8250",172,"42",7,"inverse",3
"8251",172,"43",1,"basic",2
"8252",172,"44",7,"basic",2
"8253",172,"45",7,"basic",2
"8254",172,"46",7,"inverse",2
"8255",172,"47",7,"inverse",2
"8256",172,"48",7,"inverse",2
"8257",173,"1",6,"basic",9
"8258",173,"2",6,"basic",9
"8259",173,"3",5,"basic",9
"8260",173,"4",6,"inverse",9
"8261",173,"5",4,"inverse",9
"8262",173,"6",5,"inverse",9
"8263",173,"7",5,"basic",8
"8264",173,"8",6,"basic",8
"8265",173,"9",5,"basic",8
"8266",173,"10",7,"inverse",8
"8267",173,"11",3,"inverse",8
"8268",173,"12",5,"inverse",8
"8269",173,"13",7,"basic",7
"8270",173,"14",3,"basic",7
"8271",173,"15",6,"basic",7
"8272",173,"16",3,"inverse",7
"8273",173,"17",4,"inverse",7
"8274",173,"18",4,"inverse",7
"8275",173,"19",5,"basic",6
"8276",173,"20",4,"basic",6
"8277",173,"21",5,"basic",6
"8278",173,"22",5,"inverse",6
"8279",173,"23",4,"inverse",6
"8280",173,"24",6,"inverse",6
"8281",173,"25",5,"basic",5
"8282",173,"26",6,"basic",5
"8283",173,"27",6,"basic",5
"8284",173,"28",6,"inverse",5
"8285",173,"29",5,"inverse",5
"8286",173,"30",6,"inverse",5
"8287",173,"31",5,"basic",4
"8288",173,"32",6,"basic",4
"8289",173,"33",6,"basic",4
"8290",173,"34",5,"inverse",4
"8291",173,"35",6,"inverse",4
"8292",173,"36",6,"inverse",4
"8293",173,"37",3,"basic",3
"8294",173,"38",6,"basic",3
"8295",173,"39",7,"basic",3
"8296",173,"40",5,"inverse",3
"8297",173,"41",6,"inverse",3
"8298",173,"42",5,"inverse",3
"8299",173,"43",3,"basic",2
"8300",173,"44",6,"basic",2
"8301",173,"45",6,"basic",2
"8302",173,"46",6,"inverse",2
"8303",173,"47",3,"inverse",2
"8304",173,"48",5,"inverse",2
"8305",174,"1",7,"basic",9
"8306",174,"2",7,"basic",9
"8307",174,"3",6,"basic",9
"8308",174,"4",7,"inverse",9
"8309",174,"5",6,"inverse",9
"8310",174,"6",5,"inverse",9
"8311",174,"7",6,"basic",8
"8312",174,"8",6,"basic",8
"8313",174,"9",6,"basic",8
"8314",174,"10",7,"inverse",8
"8315",174,"11",4,"inverse",8
"8316",174,"12",5,"inverse",8
"8317",174,"13",7,"basic",7
"8318",174,"14",5,"basic",7
"8319",174,"15",7,"basic",7
"8320",174,"16",2,"inverse",7
"8321",174,"17",3,"inverse",7
"8322",174,"18",4,"inverse",7
"8323",174,"19",7,"basic",6
"8324",174,"20",7,"basic",6
"8325",174,"21",7,"basic",6
"8326",174,"22",6,"inverse",6
"8327",174,"23",6,"inverse",6
"8328",174,"24",7,"inverse",6
"8329",174,"25",6,"basic",5
"8330",174,"26",7,"basic",5
"8331",174,"27",6,"basic",5
"8332",174,"28",7,"inverse",5
"8333",174,"29",6,"inverse",5
"8334",174,"30",7,"inverse",5
"8335",174,"31",7,"basic",4
"8336",174,"32",7,"basic",4
"8337",174,"33",3,"basic",4
"8338",174,"34",7,"inverse",4
"8339",174,"35",7,"inverse",4
"8340",174,"36",7,"inverse",4
"8341",174,"37",6,"basic",3
"8342",174,"38",7,"basic",3
"8343",174,"39",7,"basic",3
"8344",174,"40",2,"inverse",3
"8345",174,"41",7,"inverse",3
"8346",174,"42",7,"inverse",3
"8347",174,"43",7,"basic",2
"8348",174,"44",7,"basic",2
"8349",174,"45",7,"basic",2
"8350",174,"46",7,"inverse",2
"8351",174,"47",6,"inverse",2
"8352",174,"48",6,"inverse",2
"8353",175,"1",6,"basic",9
"8354",175,"2",7,"basic",9
"8355",175,"3",5,"basic",9
"8356",175,"4",7,"inverse",9
"8357",175,"5",2,"inverse",9
"8358",175,"6",7,"inverse",9
"8359",175,"7",7,"basic",8
"8360",175,"8",7,"basic",8
"8361",175,"9",7,"basic",8
"8362",175,"10",6,"inverse",8
"8363",175,"11",7,"inverse",8
"8364",175,"12",7,"inverse",8
"8365",175,"13",7,"basic",7
"8366",175,"14",7,"basic",7
"8367",175,"15",7,"basic",7
"8368",175,"16",6,"inverse",7
"8369",175,"17",2,"inverse",7
"8370",175,"18",6,"inverse",7
"8371",175,"19",7,"basic",6
"8372",175,"20",7,"basic",6
"8373",175,"21",7,"basic",6
"8374",175,"22",7,"inverse",6
"8375",175,"23",6,"inverse",6
"8376",175,"24",7,"inverse",6
"8377",175,"25",7,"basic",5
"8378",175,"26",6,"basic",5
"8379",175,"27",4,"basic",5
"8380",175,"28",7,"inverse",5
"8381",175,"29",6,"inverse",5
"8382",175,"30",3,"inverse",5
"8383",175,"31",7,"basic",4
"8384",175,"32",7,"basic",4
"8385",175,"33",4,"basic",4
"8386",175,"34",7,"inverse",4
"8387",175,"35",7,"inverse",4
"8388",175,"36",7,"inverse",4
"8389",175,"37",5,"basic",3
"8390",175,"38",7,"basic",3
"8391",175,"39",6,"basic",3
"8392",175,"40",5,"inverse",3
"8393",175,"41",7,"inverse",3
"8394",175,"42",7,"inverse",3
"8395",175,"43",7,"basic",2
"8396",175,"44",7,"basic",2
"8397",175,"45",7,"basic",2
"8398",175,"46",6,"inverse",2
"8399",175,"47",6,"inverse",2
"8400",175,"48",6,"inverse",2
"8401",176,"1",6,"basic",9
"8402",176,"2",7,"basic",9
"8403",176,"3",7,"basic",9
"8404",176,"4",6,"inverse",9
"8405",176,"5",7,"inverse",9
"8406",176,"6",7,"inverse",9
"8407",176,"7",7,"basic",8
"8408",176,"8",7,"basic",8
"8409",176,"9",7,"basic",8
"8410",176,"10",7,"inverse",8
"8411",176,"11",7,"inverse",8
"8412",176,"12",7,"inverse",8
"8413",176,"13",7,"basic",7
"8414",176,"14",6,"basic",7
"8415",176,"15",6,"basic",7
"8416",176,"16",6,"inverse",7
"8417",176,"17",6,"inverse",7
"8418",176,"18",7,"inverse",7
"8419",176,"19",7,"basic",6
"8420",176,"20",7,"basic",6
"8421",176,"21",7,"basic",6
"8422",176,"22",7,"inverse",6
"8423",176,"23",6,"inverse",6
"8424",176,"24",7,"inverse",6
"8425",176,"25",6,"basic",5
"8426",176,"26",7,"basic",5
"8427",176,"27",6,"basic",5
"8428",176,"28",7,"inverse",5
"8429",176,"29",7,"inverse",5
"8430",176,"30",7,"inverse",5
"8431",176,"31",7,"basic",4
"8432",176,"32",6,"basic",4
"8433",176,"33",6,"basic",4
"8434",176,"34",7,"inverse",4
"8435",176,"35",7,"inverse",4
"8436",176,"36",7,"inverse",4
"8437",176,"37",6,"basic",3
"8438",176,"38",7,"basic",3
"8439",176,"39",7,"basic",3
"8440",176,"40",7,"inverse",3
"8441",176,"41",7,"inverse",3
"8442",176,"42",7,"inverse",3
"8443",176,"43",5,"basic",2
"8444",176,"44",7,"basic",2
"8445",176,"45",6,"basic",2
"8446",176,"46",7,"inverse",2
"8447",176,"47",7,"inverse",2
"8448",176,"48",5,"inverse",2
"8449",177,"1",7,"basic",9
"8450",177,"2",7,"basic",9
"8451",177,"3",7,"basic",9
"8452",177,"4",7,"inverse",9
"8453",177,"5",7,"inverse",9
"8454",177,"6",1,"inverse",9
"8455",177,"7",7,"basic",8
"8456",177,"8",5,"basic",8
"8457",177,"9",7,"basic",8
"8458",177,"10",7,"inverse",8
"8459",177,"11",7,"inverse",8
"8460",177,"12",5,"inverse",8
"8461",177,"13",7,"basic",7
"8462",177,"14",7,"basic",7
"8463",177,"15",2,"basic",7
"8464",177,"16",1,"inverse",7
"8465",177,"17",7,"inverse",7
"8466",177,"18",1,"inverse",7
"8467",177,"19",7,"basic",6
"8468",177,"20",7,"basic",6
"8469",177,"21",7,"basic",6
"8470",177,"22",5,"inverse",6
"8471",177,"23",2,"inverse",6
"8472",177,"24",7,"inverse",6
"8473",177,"25",5,"basic",5
"8474",177,"26",7,"basic",5
"8475",177,"27",7,"basic",5
"8476",177,"28",7,"inverse",5
"8477",177,"29",7,"inverse",5
"8478",177,"30",7,"inverse",5
"8479",177,"31",7,"basic",4
"8480",177,"32",7,"basic",4
"8481",177,"33",1,"basic",4
"8482",177,"34",7,"inverse",4
