"","X","subject","item","Rating","Caus","Trans"
"6390",6390,"160","30","7","Loc","3"
"6391",6391,"160","31","7","Loc","2"
"6392",6392,"160","32","7","Loc","3"
"6393",6393,"160","33","6","Poss","2"
"6394",6394,"160","34","7","Poss","2"
"6395",6395,"160","35","1","Poss","2"
"6396",6396,"160","36","7","Poss","1"
"6397",6397,"160","37","4","Poss","2"
"6398",6398,"160","38","7","Poss","2"
"6399",6399,"160","39","7","Poss","2"
"6400",6400,"160","40","5","Poss","1"
"6401",6401,"161","1","6","Phys","9"
"6402",6402,"161","2","6","Phys","6"
"6403",6403,"161","3","6","Phys","9"
"6404",6404,"161","4","6","Phys","6"
"6405",6405,"161","5","6","Phys","5"
"6406",6406,"161","6","5","Phys","7"
"6407",6407,"161","7","4","Phys","9"
"6408",6408,"161","8","6","Phys","5"
"6409",6409,"161","9","2","Inst","7"
"6410",6410,"161","10","4","Inst","5"
"6411",6411,"161","11","3","Inst","7"
"6412",6412,"161","12","3","Inst","5"
"6413",6413,"161","13","5","Inst","8"
"6414",6414,"161","14","1","Inst","4"
"6415",6415,"161","15","1","Inst","3"
"6416",6416,"161","16","5","Inst","5"
"6417",6417,"161","17","5","Aff","4"
"6418",6418,"161","18","6","Aff","5"
"6419",6419,"161","19","6","Aff","5"
"6420",6420,"161","20","6","Aff","5"
"6421",6421,"161","21","6","Aff","4"
"6422",6422,"161","22","6","Aff","5"
"6423",6423,"161","23","5","Aff","5"
"6424",6424,"161","24","6","Aff","5"
"6425",6425,"161","25","7","Loc","4"
"6426",6426,"161","26","5","Loc","3"
"6427",6427,"161","27","5","Loc","4"
"6428",6428,"161","28","5","Loc","3"
"6429",6429,"161","29","6","Loc","3"
"6430",6430,"161","30","5","Loc","3"
"6431",6431,"161","31","6","Loc","2"
"6432",6432,"161","32","6","Loc","3"
"6433",6433,"161","33","6","Poss","2"
"6434",6434,"161","34","6","Poss","2"
"6435",6435,"161","35","6","Poss","2"
"6436",6436,"161","36","7","Poss","1"
"6437",6437,"161","37","5","Poss","2"
"6438",6438,"161","38","6","Poss","2"
"6439",6439,"161","39","6","Poss","2"
"6440",6440,"161","40","5","Poss","1"
"6441",6441,"162","1","5","Phys","9"
"6442",6442,"162","2","5","Phys","6"
"6443",6443,"162","3","7","Phys","9"
"6444",6444,"162","4","7","Phys","6"
"6445",6445,"162","5","7","Phys","5"
"6446",6446,"162","6","6","Phys","7"
"6447",6447,"162","7","6","Phys","9"
"6448",6448,"162","8","7","Phys","5"
"6449",6449,"162","9","6","Inst","7"
"6450",6450,"162","10","2","Inst","5"
"6451",6451,"162","11","5","Inst","7"
"6452",6452,"162","12","5","Inst","5"
"6453",6453,"162","13","5","Inst","8"
"6454",6454,"162","14","5","Inst","4"
"6455",6455,"162","15","2","Inst","3"
"6456",6456,"162","16","5","Inst","5"
"6457",6457,"162","17","2","Aff","4"
"6458",6458,"162","18","7","Aff","5"
"6459",6459,"162","19","6","Aff","5"
"6460",6460,"162","20","3","Aff","5"
"6461",6461,"162","21","7","Aff","4"
"6462",6462,"162","22","6","Aff","5"
"6463",6463,"162","23","6","Aff","5"
"6464",6464,"162","24","5","Aff","5"
"6465",6465,"162","25","6","Loc","4"
"6466",6466,"162","26","6","Loc","3"
"6467",6467,"162","27","5","Loc","4"
"6468",6468,"162","28","3","Loc","3"
"6469",6469,"162","29","6","Loc","3"
"6470",6470,"162","30","7","Loc","3"
"6471",6471,"162","31","5","Loc","2"
"6472",6472,"162","32","7","Loc","3"
"6473",6473,"162","33","7","Poss","2"
"6474",6474,"162","34","7","Poss","2"
"6475",6475,"162","35","7","Poss","2"
"6476",6476,"162","36","7","Poss","1"
"6477",6477,"162","37","5","Poss","2"
"6478",6478,"162","38","6","Poss","2"
"6479",6479,"162","39","7","Poss","2"
"6480",6480,"162","40","7","Poss","1"
"6481",6481,"163","1","4","Phys","9"
"6482",6482,"163","2","4","Phys","6"
"6483",6483,"163","3","6","Phys","9"
"6484",6484,"163","4","1","Phys","6"
"6485",6485,"163","5","3","Phys","5"
"6486",6486,"163","6","5","Phys","7"
"6487",6487,"163","7","2","Phys","9"
"6488",6488,"163","8","5","Phys","5"
"6489",6489,"163","9","2","Inst","7"
"6490",6490,"163","10","5","Inst","5"
"6491",6491,"163","11","1","Inst","7"
"6492",6492,"163","12","3","Inst","5"
"6493",6493,"163","13","1","Inst","8"
"6494",6494,"163","14","2","Inst","4"
"6495",6495,"163","15","1","Inst","3"
"6496",6496,"163","16","2","Inst","5"
"6497",6497,"163","17","2","Aff","4"
"6498",6498,"163","18","5","Aff","5"
"6499",6499,"163","19","4","Aff","5"
"6500",6500,"163","20","6","Aff","5"
"6501",6501,"163","21","4","Aff","4"
"6502",6502,"163","22","5","Aff","5"
"6503",6503,"163","23","5","Aff","5"
"6504",6504,"163","24","2","Aff","5"
"6505",6505,"163","25","3","Loc","4"
"6506",6506,"163","26","5","Loc","3"
"6507",6507,"163","27","2","Loc","4"
"6508",6508,"163","28","3","Loc","3"
"6509",6509,"163","29","3","Loc","3"
"6510",6510,"163","30","6","Loc","3"
"6511",6511,"163","31","3","Loc","2"
"6512",6512,"163","32","4","Loc","3"
"6513",6513,"163","33","5","Poss","2"
"6514",6514,"163","34","7","Poss","2"
"6515",6515,"163","35","7","Poss","2"
"6516",6516,"163","36","6","Poss","1"
"6517",6517,"163","37","6","Poss","2"
"6518",6518,"163","38","1","Poss","2"
"6519",6519,"163","39","5","Poss","2"
"6520",6520,"163","40","4","Poss","1"
"6521",6521,"164","1","7","Phys","9"
"6522",6522,"164","2","6","Phys","6"
"6523",6523,"164","3","6","Phys","9"
"6524",6524,"164","4","6","Phys","6"
"6525",6525,"164","5","6","Phys","5"
"6526",6526,"164","6","6","Phys","7"
"6527",6527,"164","7","5","Phys","9"
"6528",6528,"164","8","6","Phys","5"
"6529",6529,"164","9","2","Inst","7"
"6530",6530,"164","10","2","Inst","5"
"6531",6531,"164","11","3","Inst","7"
"6532",6532,"164","12","2","Inst","5"
"6533",6533,"164","13","3","Inst","8"
"6534",6534,"164","14","1","Inst","4"
"6535",6535,"164","15","1","Inst","3"
"6536",6536,"164","16","5","Inst","5"
"6537",6537,"164","17","7","Aff","4"
"6538",6538,"164","18","7","Aff","5"
"6539",6539,"164","19","7","Aff","5"
"6540",6540,"164","20","7","Aff","5"
"6541",6541,"164","21","7","Aff","4"
"6542",6542,"164","22","7","Aff","5"
"6543",6543,"164","23","7","Aff","5"
"6544",6544,"164","24","7","Aff","5"
"6545",6545,"164","25","7","Loc","4"
"6546",6546,"164","26","6","Loc","3"
"6547",6547,"164","27","6","Loc","4"
"6548",6548,"164","28","6","Loc","3"
"6549",6549,"164","29","7","Loc","3"
"6550",6550,"164","30","7","Loc","3"
"6551",6551,"164","31","7","Loc","2"
"6552",6552,"164","32","7","Loc","3"
"6553",6553,"164","33","7","Poss","2"
"6554",6554,"164","34","7","Poss","2"
"6555",6555,"164","35","7","Poss","2"
"6556",6556,"164","36","7","Poss","1"
"6557",6557,"164","37","7","Poss","2"
"6558",6558,"164","38","7","Poss","2"
"6559",6559,"164","39","7","Poss","2"
"6560",6560,"164","40","7","Poss","1"
"6561",6561,"165","1","5","Phys","9"
"6562",6562,"165","2","4","Phys","6"
"6563",6563,"165","3","6","Phys","9"
"6564",6564,"165","4","6","Phys","6"
"6565",6565,"165","5","5","Phys","5"
"6566",6566,"165","6","5","Phys","7"
"6567",6567,"165","7","4","Phys","9"
"6568",6568,"165","8","4","Phys","5"
"6569",6569,"165","9","3","Inst","7"
"6570",6570,"165","10","2","Inst","5"
"6571",6571,"165","11","6","Inst","7"
"6572",6572,"165","12","5","Inst","5"
"6573",6573,"165","13","5","Inst","8"
"6574",6574,"165","14","2","Inst","4"
"6575",6575,"165","15","3","Inst","3"
"6576",6576,"165","16","5","Inst","5"
"6577",6577,"165","17","2","Aff","4"
"6578",6578,"165","18","6","Aff","5"
"6579",6579,"165","19","6","Aff","5"
"6580",6580,"165","20","5","Aff","5"
"6581",6581,"165","21","5","Aff","4"
"6582",6582,"165","22","5","Aff","5"
"6583",6583,"165","23","5","Aff","5"
"6584",6584,"165","24","7","Aff","5"
"6585",6585,"165","25","5","Loc","4"
"6586",6586,"165","26","7","Loc","3"
"6587",6587,"165","27","5","Loc","4"
"6588",6588,"165","28","4","Loc","3"
"6589",6589,"165","29","6","Loc","3"
"6590",6590,"165","30","5","Loc","3"
"6591",6591,"165","31","5","Loc","2"
"6592",6592,"165","32","4","Loc","3"
"6593",6593,"165","33","5","Poss","2"
"6594",6594,"165","34","6","Poss","2"
"6595",6595,"165","35","6","Poss","2"
"6596",6596,"165","36","6","Poss","1"
"6597",6597,"165","37","6","Poss","2"
"6598",6598,"165","38","6","Poss","2"
"6599",6599,"165","39","5","Poss","2"
"6600",6600,"165","40","5","Poss","1"
"6601",6601,"166","1","5","Phys","9"
"6602",6602,"166","2","5","Phys","6"
"6603",6603,"166","3","6","Phys","9"
"6604",6604,"166","4","5","Phys","6"
"6605",6605,"166","5","3","Phys","5"
"6606",6606,"166","6","5","Phys","7"
"6607",6607,"166","7","5","Phys","9"
"6608",6608,"166","8","5","Phys","5"
"6609",6609,"166","9","4","Inst","7"
"6610",6610,"166","10","3","Inst","5"
"6611",6611,"166","11","4","Inst","7"
"6612",6612,"166","12","5","Inst","5"
"6613",6613,"166","13","4","Inst","8"
"6614",6614,"166","14","4","Inst","4"
"6615",6615,"166","15","4","Inst","3"
"6616",6616,"166","16","5","Inst","5"
"6617",6617,"166","17","5","Aff","4"
"6618",6618,"166","18","5","Aff","5"
"6619",6619,"166","19","5","Aff","5"
"6620",6620,"166","20","4","Aff","5"
"6621",6621,"166","21","6","Aff","4"
"6622",6622,"166","22","5","Aff","5"
"6623",6623,"166","23","6","Aff","5"
"6624",6624,"166","24","5","Aff","5"
"6625",6625,"166","25","5","Loc","4"
"6626",6626,"166","26","5","Loc","3"
"6627",6627,"166","27","5","Loc","4"
"6628",6628,"166","28","5","Loc","3"
"6629",6629,"166","29","5","Loc","3"
"6630",6630,"166","30","6","Loc","3"
"6631",6631,"166","31","5","Loc","2"
"6632",6632,"166","32","5","Loc","3"
"6633",6633,"166","33","6","Poss","2"
"6634",6634,"166","34","5","Poss","2"
"6635",6635,"166","35","6","Poss","2"
"6636",6636,"166","36","5","Poss","1"
"6637",6637,"166","37","5","Poss","2"
"6638",6638,"166","38","6","Poss","2"
"6639",6639,"166","39","5","Poss","2"
"6640",6640,"166","40","5","Poss","1"
"6641",6641,"167","1","6","Phys","9"
"6642",6642,"167","2","4","Phys","6"
"6643",6643,"167","3","7","Phys","9"
"6644",6644,"167","4","7","Phys","6"
"6645",6645,"167","5","5","Phys","5"
"6646",6646,"167","6","5","Phys","7"
"6647",6647,"167","7","4","Phys","9"
"6648",6648,"167","8","4","Phys","5"
"6649",6649,"167","9","3","Inst","7"
"6650",6650,"167","10","5","Inst","5"
"6651",6651,"167","11","3","Inst","7"
"6652",6652,"167","12","4","Inst","5"
"6653",6653,"167","13","3","Inst","8"
"6654",6654,"167","14","2","Inst","4"
"6655",6655,"167","15","2","Inst","3"
"6656",6656,"167","16","4","Inst","5"
"6657",6657,"167","17","4","Aff","4"
"6658",6658,"167","18","6","Aff","5"
"6659",6659,"167","19","5","Aff","5"
"6660",6660,"167","20","6","Aff","5"
"6661",6661,"167","21","6","Aff","4"
"6662",6662,"167","22","4","Aff","5"
"6663",6663,"167","23","4","Aff","5"
"6664",6664,"167","24","4","Aff","5"
"6665",6665,"167","25","7","Loc","4"
"6666",6666,"167","26","6","Loc","3"
"6667",6667,"167","27","5","Loc","4"
"6668",6668,"167","28","3","Loc","3"
"6669",6669,"167","29","4","Loc","3"
"6670",6670,"167","30","6","Loc","3"
"6671",6671,"167","31","6","Loc","2"
"6672",6672,"167","32","6","Loc","3"
"6673",6673,"167","33","6","Poss","2"
"6674",6674,"167","34","4","Poss","2"
"6675",6675,"167","35","7","Poss","2"
"6676",6676,"167","36","6","Poss","1"
"6677",6677,"167","37","6","Poss","2"
"6678",6678,"167","38","7","Poss","2"
"6679",6679,"167","39","5","Poss","2"
"6680",6680,"167","40","6","Poss","1"
"6681",6681,"168","1","5","Phys","9"
"6682",6682,"168","2","5","Phys","6"
"6683",6683,"168","3","6","Phys","9"
"6684",6684,"168","4","6","Phys","6"
"6685",6685,"168","5","6","Phys","5"
"6686",6686,"168","6","6","Phys","7"
"6687",6687,"168","7","5","Phys","9"
"6688",6688,"168","8","5","Phys","5"
"6689",6689,"168","9","2","Inst","7"
"6690",6690,"168","10","4","Inst","5"
"6691",6691,"168","11","4","Inst","7"
"6692",6692,"168","12","3","Inst","5"
"6693",6693,"168","13","4","Inst","8"
"6694",6694,"168","14","2","Inst","4"
"6695",6695,"168","15","3","Inst","3"
"6696",6696,"168","16","5","Inst","5"
"6697",6697,"168","17","5","Aff","4"
"6698",6698,"168","18","6","Aff","5"
"6699",6699,"168","19","6","Aff","5"
"6700",6700,"168","20","6","Aff","5"
"6701",6701,"168","21","6","Aff","4"
"6702",6702,"168","22","6","Aff","5"
"6703",6703,"168","23","6","Aff","5"
"6704",6704,"168","24","6","Aff","5"
"6705",6705,"168","25","7","Loc","4"
"6706",6706,"168","26","6","Loc","3"
"6707",6707,"168","27","6","Loc","4"
"6708",6708,"168","28","6","Loc","3"
"6709",6709,"168","29","6","Loc","3"
"6710",6710,"168","30","7","Loc","3"
"6711",6711,"168","31","6","Loc","2"
"6712",6712,"168","32","7","Loc","3"
"6713",6713,"168","33","6","Poss","2"
"6714",6714,"168","34","6","Poss","2"
"6715",6715,"168","35","6","Poss","2"
"6716",6716,"168","36","6","Poss","1"
"6717",6717,"168","37","5","Poss","2"
"6718",6718,"168","38","6","Poss","2"
"6719",6719,"168","39","6","Poss","2"
"6720",6720,"168","40","7","Poss","1"
"6721",6721,"169","1","6","Phys","9"
"6722",6722,"169","2","7","Phys","6"
"6723",6723,"169","3","7","Phys","9"
"6724",6724,"169","4","4","Phys","6"
"6725",6725,"169","5","6","Phys","5"
"6726",6726,"169","6","6","Phys","7"
"6727",6727,"169","7","6","Phys","9"
"6728",6728,"169","8","7","Phys","5"
"6729",6729,"169","9","2","Inst","7"
"6730",6730,"169","10","6","Inst","5"
"6731",6731,"169","11","3","Inst","7"
"6732",6732,"169","12","2","Inst","5"
"6733",6733,"169","13","2","Inst","8"
"6734",6734,"169","14","2","Inst","4"
"6735",6735,"169","15","2","Inst","3"
"6736",6736,"169","16","3","Inst","5"
"6737",6737,"169","17","5","Aff","4"
"6738",6738,"169","18","7","Aff","5"
"6739",6739,"169","19","7","Aff","5"
"6740",6740,"169","20","5","Aff","5"
"6741",6741,"169","21","7","Aff","4"
"6742",6742,"169","22","6","Aff","5"
"6743",6743,"169","23","5","Aff","5"
"6744",6744,"169","24","2","Aff","5"
"6745",6745,"169","25","6","Loc","4"
"6746",6746,"169","26","6","Loc","3"
"6747",6747,"169","27","6","Loc","4"
"6748",6748,"169","28","6","Loc","3"
"6749",6749,"169","29","6","Loc","3"
"6750",6750,"169","30","6","Loc","3"
"6751",6751,"169","31","6","Loc","2"
"6752",6752,"169","32","4","Loc","3"
"6753",6753,"169","33","6","Poss","2"
"6754",6754,"169","34","7","Poss","2"
"6755",6755,"169","35","7","Poss","2"
"6756",6756,"169","36","7","Poss","1"
"6757",6757,"169","37","6","Poss","2"
"6758",6758,"169","38","7","Poss","2"
"6759",6759,"169","39","6","Poss","2"
"6760",6760,"169","40","7","Poss","1"
"6761",6761,"170","1","7","Phys","9"
"6762",6762,"170","2","6","Phys","6"
"6763",6763,"170","3","7","Phys","9"
"6764",6764,"170","4","7","Phys","6"
"6765",6765,"170","5","7","Phys","5"
"6766",6766,"170","6","7","Phys","7"
"6767",6767,"170","7","7","Phys","9"
"6768",6768,"170","8","7","Phys","5"
"6769",6769,"170","9","2","Inst","7"
"6770",6770,"170","10","3","Inst","5"
"6771",6771,"170","11","3","Inst","7"
"6772",6772,"170","12","2","Inst","5"
"6773",6773,"170","13","3","Inst","8"
"6774",6774,"170","14","1","Inst","4"
"6775",6775,"170","15","1","Inst","3"
"6776",6776,"170","16","2","Inst","5"
"6777",6777,"170","17","3","Aff","4"
"6778",6778,"170","18","7","Aff","5"
"6779",6779,"170","19","7","Aff","5"
"6780",6780,"170","20","7","Aff","5"
"6781",6781,"170","21","6","Aff","4"
"6782",6782,"170","22","6","Aff","5"
"6783",6783,"170","23","7","Aff","5"
"6784",6784,"170","24","3","Aff","5"
"6785",6785,"170","25","7","Loc","4"
"6786",6786,"170","26","7","Loc","3"
"6787",6787,"170","27","7","Loc","4"
"6788",6788,"170","28","7","Loc","3"
"6789",6789,"170","29","7","Loc","3"
"6790",6790,"170","30","7","Loc","3"
"6791",6791,"170","31","7","Loc","2"
"6792",6792,"170","32","7","Loc","3"
"6793",6793,"170","33","7","Poss","2"
"6794",6794,"170","34","7","Poss","2"
"6795",6795,"170","35","7","Poss","2"
"6796",6796,"170","36","7","Poss","1"
"6797",6797,"170","37","7","Poss","2"
"6798",6798,"170","38","7","Poss","2"
"6799",6799,"170","39","7","Poss","2"
"6800",6800,"170","40","7","Poss","1"
"6801",6801,"171","1","6","Phys","9"
"6802",6802,"171","2","6","Phys","6"
"6803",6803,"171","3","6","Phys","9"
"6804",6804,"171","4","7","Phys","6"
"6805",6805,"171","5","4","Phys","5"
"6806",6806,"171","6","7","Phys","7"
"6807",6807,"171","7","4","Phys","9"
"6808",6808,"171","8","7","Phys","5"
"6809",6809,"171","9","1","Inst","7"
"6810",6810,"171","10","1","Inst","5"
"6811",6811,"171","11","1","Inst","7"
"6812",6812,"171","12","3","Inst","5"
"6813",6813,"171","13","1","Inst","8"
"6814",6814,"171","14","1","Inst","4"
"6815",6815,"171","15","3","Inst","3"
"6816",6816,"171","16","7","Inst","5"
"6817",6817,"171","17","6","Aff","4"
"6818",6818,"171","18","7","Aff","5"
"6819",6819,"171","19","6","Aff","5"
"6820",6820,"171","20","7","Aff","5"
"6821",6821,"171","21","7","Aff","4"
"6822",6822,"171","22","6","Aff","5"
"6823",6823,"171","23","7","Aff","5"
"6824",6824,"171","24","6","Aff","5"
"6825",6825,"171","25","7","Loc","4"
"6826",6826,"171","26","7","Loc","3"
"6827",6827,"171","27","7","Loc","4"
"6828",6828,"171","28","7","Loc","3"
"6829",6829,"171","29","7","Loc","3"
"6830",6830,"171","30","7","Loc","3"
"6831",6831,"171","31","7","Loc","2"
"6832",6832,"171","32","7","Loc","3"
"6833",6833,"171","33","7","Poss","2"
"6834",6834,"171","34","7","Poss","2"
"6835",6835,"171","35","7","Poss","2"
"6836",6836,"171","36","7","Poss","1"
"6837",6837,"171","37","7","Poss","2"
"6838",6838,"171","38","7","Poss","2"
"6839",6839,"171","39","7","Poss","2"
"6840",6840,"171","40","7","Poss","1"
"6841",6841,"172","1","5","Phys","9"
"6842",6842,"172","2","3","Phys","6"
"6843",6843,"172","3","5","Phys","9"
"6844",6844,"172","4","6","Phys","6"
"6845",6845,"172","5","4","Phys","5"
"6846",6846,"172","6","4","Phys","7"
"6847",6847,"172","7","4","Phys","9"
"6848",6848,"172","8","3","Phys","5"
"6849",6849,"172","9","4","Inst","7"
"6850",6850,"172","10","4","Inst","5"
"6851",6851,"172","11","2","Inst","7"
"6852",6852,"172","12","4","Inst","5"
"6853",6853,"172","13","4","Inst","8"
"6854",6854,"172","14","5","Inst","4"
"6855",6855,"172","15","2","Inst","3"
"6856",6856,"172","16","5","Inst","5"
"6857",6857,"172","17","3","Aff","4"
"6858",6858,"172","18","6","Aff","5"
"6859",6859,"172","19","5","Aff","5"
"6860",6860,"172","20","2","Aff","5"
"6861",6861,"172","21","4","Aff","4"
"6862",6862,"172","22","5","Aff","5"
"6863",6863,"172","23","4","Aff","5"
"6864",6864,"172","24","4","Aff","5"
"6865",6865,"172","25","5","Loc","4"
"6866",6866,"172","26","6","Loc","3"
"6867",6867,"172","27","6","Loc","4"
"6868",6868,"172","28","5","Loc","3"
"6869",6869,"172","29","5","Loc","3"
"6870",6870,"172","30","5","Loc","3"
"6871",6871,"172","31","5","Loc","2"
"6872",6872,"172","32","5","Loc","3"
"6873",6873,"172","33","5","Poss","2"
"6874",6874,"172","34","4","Poss","2"
"6875",6875,"172","35","5","Poss","2"
"6876",6876,"172","36","4","Poss","1"
"6877",6877,"172","37","4","Poss","2"
"6878",6878,"172","38","5","Poss","2"
"6879",6879,"172","39","5","Poss","2"
"6880",6880,"172","40","5","Poss","1"
"6881",6881,"173","1","7","Phys","9"
"6882",6882,"173","2","4","Phys","6"
"6883",6883,"173","3","7","Phys","9"
"6884",6884,"173","4","7","Phys","6"
"6885",6885,"173","5","7","Phys","5"
"6886",6886,"173","6","7","Phys","7"
"6887",6887,"173","7","5","Phys","9"
"6888",6888,"173","8","2","Phys","5"
"6889",6889,"173","9","1","Inst","7"
"6890",6890,"173","10","5","Inst","5"
"6891",6891,"173","11","3","Inst","7"
"6892",6892,"173","12","2","Inst","5"
"6893",6893,"173","13","2","Inst","8"
"6894",6894,"173","14","1","Inst","4"
"6895",6895,"173","15","2","Inst","3"
"6896",6896,"173","16","6","Inst","5"
"6897",6897,"173","17","7","Aff","4"
"6898",6898,"173","18","6","Aff","5"
"6899",6899,"173","19","7","Aff","5"
"6900",6900,"173","20","7","Aff","5"
"6901",6901,"173","21","6","Aff","4"
"6902",6902,"173","22","4","Aff","5"
"6903",6903,"173","23","5","Aff","5"
"6904",6904,"173","24","5","Aff","5"
"6905",6905,"173","25","7","Loc","4"
"6906",6906,"173","26","7","Loc","3"
"6907",6907,"173","27","7","Loc","4"
"6908",6908,"173","28","7","Loc","3"
"6909",6909,"173","29","7","Loc","3"
"6910",6910,"173","30","7","Loc","3"
"6911",6911,"173","31","7","Loc","2"
"6912",6912,"173","32","7","Loc","3"
"6913",6913,"173","33","7","Poss","2"
"6914",6914,"173","34","7","Poss","2"
"6915",6915,"173","35","7","Poss","2"
"6916",6916,"173","36","7","Poss","1"
"6917",6917,"173","37","7","Poss","2"
"6918",6918,"173","38","7","Poss","2"
"6919",6919,"173","39","7","Poss","2"
"6920",6920,"173","40","7","Poss","1"
"6921",6921,"174","1","6","Phys","9"
"6922",6922,"174","2","5","Phys","6"
"6923",6923,"174","3","7","Phys","9"
"6924",6924,"174","4","6","Phys","6"
"6925",6925,"174","5","6","Phys","5"
"6926",6926,"174","6","6","Phys","7"
"6927",6927,"174","7","3","Phys","9"
"6928",6928,"174","8","2","Phys","5"
"6929",6929,"174","9","1","Inst","7"
"6930",6930,"174","10","3","Inst","5"
"6931",6931,"174","11","2","Inst","7"
"6932",6932,"174","12","1","Inst","5"
"6933",6933,"174","13","2","Inst","8"
"6934",6934,"174","14","1","Inst","4"
"6935",6935,"174","15","1","Inst","3"
"6936",6936,"174","16","1","Inst","5"
"6937",6937,"174","17","6","Aff","4"
"6938",6938,"174","18","5","Aff","5"
"6939",6939,"174","19","7","Aff","5"
"6940",6940,"174","20","6","Aff","5"
"6941",6941,"174","21","7","Aff","4"
"6942",6942,"174","22","4","Aff","5"
"6943",6943,"174","23","5","Aff","5"
"6944",6944,"174","24","6","Aff","5"
"6945",6945,"174","25","7","Loc","4"
"6946",6946,"174","26","7","Loc","3"
"6947",6947,"174","27","6","Loc","4"
"6948",6948,"174","28","7","Loc","3"
"6949",6949,"174","29","6","Loc","3"
"6950",6950,"174","30","7","Loc","3"
"6951",6951,"174","31","5","Loc","2"
"6952",6952,"174","32","7","Loc","3"
"6953",6953,"174","33","6","Poss","2"
"6954",6954,"174","34","6","Poss","2"
"6955",6955,"174","35","6","Poss","2"
"6956",6956,"174","36","7","Poss","1"
"6957",6957,"174","37","3","Poss","2"
"6958",6958,"174","38","7","Poss","2"
"6959",6959,"174","39","7","Poss","2"
"6960",6960,"174","40","7","Poss","1"
"6961",6961,"175","1","5","Phys","9"
"6962",6962,"175","2","4","Phys","6"
"6963",6963,"175","3","5","Phys","9"
"6964",6964,"175","4","4","Phys","6"
"6965",6965,"175","5","5","Phys","5"
"6966",6966,"175","6","4","Phys","7"
"6967",6967,"175","7","4","Phys","9"
"6968",6968,"175","8","5","Phys","5"
"6969",6969,"175","9","2","Inst","7"
"6970",6970,"175","10","3","Inst","5"
"6971",6971,"175","11","3","Inst","7"
"6972",6972,"175","12","3","Inst","5"
"6973",6973,"175","13","3","Inst","8"
"6974",6974,"175","14","2","Inst","4"
"6975",6975,"175","15","1","Inst","3"
"6976",6976,"175","16","5","Inst","5"
"6977",6977,"175","17","4","Aff","4"
"6978",6978,"175","18","5","Aff","5"
"6979",6979,"175","19","5","Aff","5"
"6980",6980,"175","20","3","Aff","5"
"6981",6981,"175","21","6","Aff","4"
"6982",6982,"175","22","4","Aff","5"
"6983",6983,"175","23","4","Aff","5"
"6984",6984,"175","24","6","Aff","5"
"6985",6985,"175","25","5","Loc","4"
"6986",6986,"175","26","5","Loc","3"
"6987",6987,"175","27","6","Loc","4"
"6988",6988,"175","28","5","Loc","3"
"6989",6989,"175","29","5","Loc","3"
"6990",6990,"175","30","5","Loc","3"
"6991",6991,"175","31","5","Loc","2"
"6992",6992,"175","32","5","Loc","3"
"6993",6993,"175","33","6","Poss","2"
"6994",6994,"175","34","4","Poss","2"
"6995",6995,"175","35","6","Poss","2"
"6996",6996,"175","36","6","Poss","1"
"6997",6997,"175","37","5","Poss","2"
"6998",6998,"175","38","6","Poss","2"
"6999",6999,"175","39","5","Poss","2"
"7000",7000,"175","40","5","Poss","1"
"7001",7001,"176","1","6","Phys","9"
"7002",7002,"176","2","5","Phys","6"
"7003",7003,"176","3","5","Phys","9"
"7004",7004,"176","4","3","Phys","6"
"7005",7005,"176","5","6","Phys","5"
"7006",7006,"176","6","6","Phys","7"
"7007",7007,"176","7","3","Phys","9"
"7008",7008,"176","8","5","Phys","5"
"7009",7009,"176","9","1","Inst","7"
"7010",7010,"176","10","5","Inst","5"
"7011",7011,"176","11","2","Inst","7"
"7012",7012,"176","12","1","Inst","5"
"7013",7013,"176","13","2","Inst","8"
"7014",7014,"176","14","1","Inst","4"
"7015",7015,"176","15","2","Inst","3"
"7016",7016,"176","16","6","Inst","5"
"7017",7017,"176","17","6","Aff","4"
"7018",7018,"176","18","6","Aff","5"
"7019",7019,"176","19","5","Aff","5"
"7020",7020,"176","20","5","Aff","5"
"7021",7021,"176","21","3","Aff","4"
"7022",7022,"176","22","6","Aff","5"
"7023",7023,"176","23","6","Aff","5"
"7024",7024,"176","24","3","Aff","5"
"7025",7025,"176","25","6","Loc","4"
"7026",7026,"176","26","6","Loc","3"
"7027",7027,"176","27","6","Loc","4"
"7028",7028,"176","28","5","Loc","3"
"7029",7029,"176","29","6","Loc","3"
"7030",7030,"176","30","6","Loc","3"
"7031",7031,"176","31","6","Loc","2"
"7032",7032,"176","32","5","Loc","3"
"7033",7033,"176","33","7","Poss","2"
"7034",7034,"176","34","6","Poss","2"
"7035",7035,"176","35","6","Poss","2"
"7036",7036,"176","36","7","Poss","1"
"7037",7037,"176","37","5","Poss","2"
"7038",7038,"176","38","6","Poss","2"
"7039",7039,"176","39","6","Poss","2"
"7040",7040,"176","40","6","Poss","1"
"7041",7041,"177","1","5","Phys","9"
"7042",7042,"177","2","5","Phys","6"
"7043",7043,"177","3","6","Phys","9"
"7044",7044,"177","4","5","Phys","6"
"7045",7045,"177","5","6","Phys","5"
"7046",7046,"177","6","5","Phys","7"
"7047",7047,"177","7","4","Phys","9"
"7048",7048,"177","8","4","Phys","5"
"7049",7049,"177","9","3","Inst","7"
"7050",7050,"177","10","5","Inst","5"
"7051",7051,"177","11","3","Inst","7"
"7052",7052,"177","12","4","Inst","5"
"7053",7053,"177","13","4","Inst","8"
"7054",7054,"177","14","3","Inst","4"
